author,content
AndrzejDuda,"Program naprawczy? ""Co by tu jeszcze spieprzyć panowie, co by tu jeszcze spieprzyć?"""
AndrzejDuda,"PDT zaraz powie, że w tym roku zima będzie ciężka bo Indianie już od 3 lat drewno zbierają."
AndrzejDuda,Tusk mówi coś o budowie systemu drenażu. Czy chodzi o projekt budżetu i finanse publiczne w rękach PO?
AndrzejDuda,"Konferencja prasowa się odwleka. PDT czeka na wyniki sondażu czy powinien odwołać Ministrę, czy nie."
AndrzejDuda,"2/2 Sejm: w projekcie budżetu 9 mln więcej dla Kancelarii Premiera niż było w 2012. Z trybuny wołają, że mrożą. Wszystkim, tylko nie sobie."
AndrzejDuda,1/2 Sejm: PO utrzymała w Sejmie projekt budżetu ale wyłącznie siłami koalicji. Byle utrzymać władzę.
AndrzejDuda,"Protasiewicz zachęca do obejrzenia zdjęć ofiar. Widocznie uważa, że to uprzejmość ze strony Rosjan. Tylko wobec kogo? http://t.co/dVQN2TKC"
AndrzejDuda,"Są w Konstytucji rozporządzenia Prezydenta RP z mocą ustawy (art. 234), ale rozporządzenia rządowe zamiast ustawy to nowość:/ @AgaRucinska"
AndrzejDuda,"wpolityce.pl: ""Wszystko oddali Rosjanom, o nic się nie starają. Jakby się czegoś bali"" http://t.co/jllaQEWT"
AndrzejDuda,Prof. Binienda współtwórcą Boeinga 787 Dreamliner: http://t.co/hUjNK0Zu
AndrzejDuda,"Jak to się stało, że LOT chwali się Dreamlinerami projektowanymi przez gościa, który zdaniem rządowych ""ekspertów"" nie zna się na rzeczy?"
AndrzejDuda,R. Sikorski zachwyca się Boeingiem 787 Dreamliner w barwach LOT. A w projektowaniu silników tego cudeńka uczestniczył Prof. W. Binienda.
AndrzejDuda,Państwo się cofa i nic nie działa bo od 5 lat o odpowiedzialności tylko się mówi ale nikt jej nie poniósł. To pudrowana bylejakość. @MPrajs
AndrzejDuda,"Czy ""bohaterowie Narodowego"" argumentowali przed sądem: We just only wanna swim""?;)"
AndrzejDuda,"Jak robią fetę to ""Ten rząd jest jak Stadion Narodowy"". A jak jest kolejny skandal to już nie, to wtedy ""wszyscy jesteśmy gospodarzami""."
AndrzejDuda,Ile publicznych pieniędzy zmarnowano w związku z przełożeniem meczu? Ilu ludzi poniosło straty? Kto i jak za to odpowie?
AndrzejDuda,"Od dwóch dni określenie ""pełny stadion"" ma w Polsce nowe, dodatkowe znaczenie. Tak życie ubogaca język."
AndrzejDuda,"Jeśli pływak w kajdankach przed sądem to rozumiem, że twórcy basenu już siedzą choćby za współudział."
AndrzejDuda,"""Zwycięski remis"" = ""parówki delikatesowe - aż 25% mięsa!"" Bo tyle jest wart remis u siebie w eliminacjach grupowych."
AndrzejDuda,Gdzie są dreny pod murawą? Znowu POkradli?
AndrzejDuda,"Tusk: ""Ten rząd jest jak Stadion Narodowy"". Jak wody przybędzie to i rym będzie;) http://t.co/VuqzNTfK"
AndrzejDuda,Serdecznie dziękuję za wszystkie #FF i pozdrawiam!
AndrzejDuda,"Radość wśród kierownictwa PO pokazuje, że bali się głosowania nad wotum. To świadczy o realnych problemach w koalicji albo w samej PO."
AndrzejDuda,"PO właśnie podniosło nam podatki likwidując dotychczasowe ulgi (Internet, autorskie). Gdzie obietnice wyborcze z 2011 roku?"
AndrzejDuda,Jeszcze 1 głosowanie i wotum!
AndrzejDuda,"Sejm: dzisiejszy wniosek o wotum ma tylko jeden cel- sprawdzenie karności szeregów poselskich PO. Tusk pogroził swoim, teraz czeka na efekt."
AndrzejDuda,"Sejm: występuje Jarząbek, trener II klasy."
AndrzejDuda,Grzegorz Schetyna z zainteresowaniem słucha wystąpienia swojego premiera... http://t.co/ALGFMKPz
AndrzejDuda,"Niezalezna.pl ""posła PO Wojnarowskiego przywieziono ze szpitala do Sejmu karetką."" Na czyj koszt? Ilu ludzi czekało w tym czasie na karetkę?"
AndrzejDuda,POspolite ryczenie #slowaNaOpak
AndrzejDuda,"Sejm: delegat Jordanii po expose: ""Polska bardzo bogata kraj"":) Premier ma sukces. Posłał dla świata dobry przekaz."
AndrzejDuda,"Tuskodymomen zawstydził wszystkich. Obiecał 335 mld! Czapki z głów, buty z nóg!"
AndrzejDuda,Sejm: PO klaszcze ale miny nie tęgie.
AndrzejDuda,"Tusk: ""nie mówiłem dziś 3 godzin ale to nie znaczy, że upiekło się nam wszystkim"""
AndrzejDuda,Sejm: Tusk chce definitywnie rozwiązać problemy z dzieckiem.
AndrzejDuda,"Sejm: Brawo, rocznemu dziecku łatwiej znaleźć pracę. ;)"
AndrzejDuda,"Sejm: ""Kingsajz dla każdego!"""
AndrzejDuda,"Sejm: Na sali szum, rozmowy. Oj kiepsko."
AndrzejDuda,"Sejm: Tusk zapowiada jakie przetargi ogłosi w ciągu najbliższych lat. PO niepewnie klaszcze, opozycja się śmieje."
AndrzejDuda,"Sejm: Tusk - ""Teraz nie będę dokuczał""."
AndrzejDuda,O ile pamiętam CBOS jest instytucją podległą rządowi:) @LukaszMezyk
AndrzejDuda,"Deskur (MSW): ""W marszu uczestniczyło ponad 40 tyś osób"". O, co za przypadek. Jedynka mu się urwała. Z przodu. http://t.co/wGSVtKi4"
AndrzejDuda,PO opodatkuje deszcz i będzie się modlić o opady. My też będziemy robić co się da żeby PO padało:) http://t.co/BEkvcmPi
AndrzejDuda,Pan poseł Kalisz ma nowe zabójcze okulary;-) http://t.co/4JpeTHhF
AndrzejDuda,"Jak się ma: ""Zmiana prędzej czy później musiała nastąpić"" do ""Nie mam z kim przegrać""?"
AndrzejDuda,"Sejm: prof. Nowaczyk wykazuje podstawowe rozbieżności w raportach ATM, MAK i komisji Millera."
AndrzejDuda,Sejm: posiedzenie Zespołu ds Wyjaśnienia Przyczyn Katastrofy Smoleńskiej z udziałem eksperta z USA prof. Nowaczyka. http://t.co/BC0Tp3wk
AndrzejDuda,"Do dzisiejszej wypowiedzi PDT o wrażeniu: ""Niech towarzysze wysiądą i pobujają wagonem, będą wszyscy mieli wrażenie, że jedziemy."""
AndrzejDuda,"RMF: ""Tusk boi się inwigilacji"" To jakiś ""odjazd"". Przecież premier bezpośrednio nadzoruje służby specjalne."
AndrzejDuda,Blokada Zakopianki: w ciągu ostatnich 5 lat na Zakopiance w Gminie Mogilany (3 km.) zginęło 10 pieszych a 94 osoby zostały ranne.
AndrzejDuda,Blokada Zakopianki: mieszkańcy Mogilan i Gaja domagają się budowy kładek dla pieszych. GDDKiA od lat nie reaguje na żadne apele i wnioski.
AndrzejDuda,Blokada Zakopianki: buduje się mosty dla zwierząt i tunele dla żab a od lat GDDKiA odmawia budowy kładek dla pieszych (szkoła!) w Mogilanach
AndrzejDuda,Blokada Zakopianki w Gaju: http://t.co/hcohsRQA
AndrzejDuda,Blokada Zakopianki w Gaju: protest mieszkańców zabezpiecza Policja. http://t.co/UgEzlIc5
AndrzejDuda,Blokada Zakopianki w Gaju: http://t.co/7znh1wAY
AndrzejDuda,Blokada Zakopianki w Gaju. Protest mieszkańców: http://t.co/yMoEedLF
AndrzejDuda,"Myślę, że PDT kazał Gowinowi podpisać rozporządzenie o likwidacji sądów, żeby pokazać Pawlakowi kto tu rządzi. A konflikt w koalicji puchnie"
AndrzejDuda,"Koncert zespołu ""Pod Budą"" z okazji 95 lecia Szpitala JPll w Krakowie. Właśnie zapowiedziano, że będzie nowa płyta:) http://t.co/40ZEbC8h"
AndrzejDuda,"95 lecie Szpitala JPII w Krakowie - Gratulacje i podziękowania dla Dyrekcji i Presonelu! Gra zespół ""Pod Budą"". Jak to w Krakowie:)"
AndrzejDuda,"""Nie każde złoto jasno błyszczy, nie każdy błądzi kto wędruje..."""
AndrzejDuda,"wp.pl: ""Jesteśmy tu znów, bo przez 5 lat nasze sprawy nie zostały załatwione"" http://t.co/T1wH03Kz"
AndrzejDuda,"Patrzę na to i zwyczajnie szkoda mi Warszawy, którą lubię i szanuję. @bartosz_pilat"
AndrzejDuda,"2/2 A może prawda jest taka, że TEGO nawet rura nie wytrzymała..."
AndrzejDuda,1/2 Ktoś podłożył HGW wrogą rurę. To nie ludzie to wilki!
AndrzejDuda,"HGW i jej POczet ""za to nie odpowiada"" i ""nic nie może"". Skąd my to znamy?"
AndrzejDuda,"A to całe badziewie jest możliwe, bo władza jest badziwiasta. Tyle na temat HGW. @plcerber"
AndrzejDuda,Warszawa zapada się pod ziemię... ze wstydu za HGW. Czas na zmianę. http://t.co/RedHtvHQ
AndrzejDuda,Graś: Te państwa podejrzenia są całkowicie bezpodstawne. Pan premier przyszedł w tym kożuchu na mecz i w nim wychodzi ;) @cwierkajacybyk
AndrzejDuda,"Graś: ""Te zdjęcia o niczym nie świadczą"" Ubaw. http://t.co/hHTAfuIo"
AndrzejDuda,"Graś: ""Te zdjęcia o niczym nie świadczą"". Jasne, jasne: ""Nie znam tej kobiety, między nami do niczego nie doszło, nie histeryzuj kochanie!"""
AndrzejDuda,"73% ankietowanych - w Polsce można łatwo bezkarnie oszukiwać ludzi. Społeczne świadectwo ""sukcesu"" 5 lat rządów PO. http://t.co/cuyVGUlR"
AndrzejDuda,"Pawlak po spotkaniu z Rostowskim - ""Szczegóły dotyczące VAT są jeszcze dopracowywane."" Na 6 dni przed ""expose""? Czasu było mało?"
AndrzejDuda,W Tbilisi cały dzień widać i słychać (klaksony) samochody takie jak ten: http://t.co/v8JaTi3F
AndrzejDuda,Sprostowanie: konferencja prasowa naszej misji obserwacyjnej odbędzie się o 13.45 czasu polskiego (15.45 w Tbilisi). Sorry za pomyłkę;-/
AndrzejDuda,15.45 konferencja prasowa w Tbilisi podsumowująca prace naszej misji obserwacyjnej.
AndrzejDuda,"Szkoła gdzie obserw. liczenie głosów była bez toalet, wody i ogrzewania. Prąd podpięto tylko dla komisji wyborczej:((( http://t.co/3l9dk3Dd"
AndrzejDuda,"Wybory w Gruzji: nasz zespół je obiad w rejonie Borjomi:-) Zaraz ruszamy dalej, do kolejnej komisji wyborczej. http://t.co/GqYlG8Bt"
AndrzejDuda,Wybory w Gruzji przebiegły spokojnie. Nie stwierdziliśmy większych problemów. Transparencja była pełna. Dobre wzorce. http://t.co/IK1bViVf
AndrzejDuda,"Wybory w Gruzji: w komisji, której towarzyszyliśmy w liczeniu głosów wygrało Gruzińskie Marzenie Iwaniszwilego- ok 51% http://t.co/wLTmkGwl"
AndrzejDuda,Wybory w Gruzji: ostatni etap. Obserwujemy liczenie głosów w komisji w wiosce Agajani. http://t.co/ZGvZwaLr
AndrzejDuda,Wybory w Gruzji: komisja nr 84 w Gori. Malutka w przedszkolu. Obserwatorzy na krzesełkach:) Blisko dom Stalina:/ http://t.co/qdafpHeC
AndrzejDuda,Wybory w Gruzji: komisja w Kareli. Tym razem właściwa;) i w dodatku nr 1. Spotykamy Czechów z NGO. Spokój. http://t.co/f6V7ea49
AndrzejDuda,"Wybory w Gruzji: komisja w Kareli. Jakoś inaczej ubrani. Pudło, to regionalna, tu się nie głosuje tylko zlicza:-) http://t.co/6H8QtMUD"
AndrzejDuda,Wybory w Gruzji: komisja wyborcza w Agara. Pierwszy raz spotykamy zagranicznych obserwatorów - Serbów. Krótka wymiana zdań. Żadnych ocen.
AndrzejDuda,Wybory w Gruzji: komisja wyborcza w Khasuri. Kamera NGO filmuje nie tylko urnę ale i kabiny. Notujemy. Stan lokalu :( http://t.co/9kMqmKU4
AndrzejDuda,Wybory w Gruzji: ruiny średniowiecznej twierdzy przy drodze do Gori. http://t.co/lCYQrOX9
AndrzejDuda,Wybory w Gruzji: komisja wyb. w Surami. Obowiązkowa kontrola kciuka w podczerwieni przy wejściu do lokalu wyborczego. http://t.co/SSqO1x3M
AndrzejDuda,Wybory w Gruzji: komisja wyborcza w Rveli. Obowiązkowe spryskanie kciuka sprayem widocznym w ultrafiolecie. http://t.co/XsrVoZeI
AndrzejDuda,Wybory w Gruzji: Podobno najlepsza woda mineralna na świecie. Ale trzeba być smakoszem;) http://t.co/oz8zisrY
AndrzejDuda,Wybory w Gruzji: komisja wyborcza nr 4 w Borjomi. Obserwatorzy komitetów i NGO obecni także w dużej liczbie (tu 12). http://t.co/Zo5y0b21
AndrzejDuda,Wybory w Gruzji: komisja wyborcza nr 3 w Borjomi. W głębi siedzą obserwatorki komitetów wyborczych i NGO. http://t.co/FJzNHED7
AndrzejDuda,Wybory w Gruzji: częsty widok na górskich drogach;) http://t.co/47fSeaO4
AndrzejDuda,Wybory w Gruzji: w tych pięknych okolicznościach przyrody i niepowtarzalnych. Widok z okna toalety w rejonie Borjomi;) http://t.co/HxfjIeu7
AndrzejDuda,Wybory w Gruzji: głosowanie w komisji nr 9 w okręgu Hashuri przebiegało bez zakłóceń pod nadzorem wielu obserwatorów. http://t.co/Py11Mu8M
AndrzejDuda,Wybory w Gruzji: widok na wioskę uchodźców Cerovani. http://t.co/dKZBj36w
AndrzejDuda,Wybory w Gruzji: głosowanie w wiosce uchodźców Cerovani (po lewej siedzą obserwatorzy komitetów wyb. i NGO) http://t.co/lvrenbua
AndrzejDuda,Wybory w Gruzji: w komisji wyborczej nr 35 w Tbilisi właśnie rozpoczęło się głosowanie. Pierwszy głos już w urnie. http://t.co/LlxdQicr
AndrzejDuda,"Drodzy TT, z braku dostępu do netu dopiero dziś przedstawię Wam raport z mojej misji obserwacyjnej w Gruzji wykonanej wczoraj. Zapraszam:-)"
AndrzejDuda,Wybory w Gruzji: w komisji wyborczej nr 35 w Tbilisi właśnie rozpoczęło się głosowanie. Pierwszy głos już w urnie. http://t.co/IU2vHzAp
AndrzejDuda,Przeczytajcie ten tekst. Warto: http://t.co/0wq3sHcn @marcin_kedryna
AndrzejDuda,Kochani TT dziękuję!!! @FelixisFelicis @ksietczynski @w_sz_ @cwierkajacybyk @RadykalnaPolska @ISzafranska
AndrzejDuda,Kochani TT dziękuję!!! @ISzafranska @TomSokolewicz @janpoplawski @wybranowski @prawy_Sebastian @jarekplizga @wipler @editt86 @michalgornicki
AndrzejDuda,Kochani TT dziękuję!!! @ISzafranska @GBrzeczka @MijalPiotr @ilonadarmach @Yanusson @OlgaCzarnecka @slawektor @dx0d @Rybitzky @trzeszcz
AndrzejDuda,Kochani TT dziękuję!!! @ISzafranska @agawaa @ellennay @mezisak303 @DaisyDeyna @hdmundt @CaparDaniel @BartoszZbroja @bia9977 @tx7vxv
AndrzejDuda,"Fakt: ""To oni informowali, że nie wolno otwierać trumien"" http://t.co/dO5FEcfw"
AndrzejDuda,Warto przeczytać: http://t.co/YHGn7fQ9
AndrzejDuda,To co widać do tej pory w sprawie AG-OLT to wierzchołek góry lodowej.
AndrzejDuda,PDT w Drawsku Pomorskim. A obiad będzie?;-)
AndrzejDuda,"PO krytykuje debatę ekspertów o gospodarce: ""Stół był kawiarniany, czy jakiś weselny."" I już jest ""merytorycznie"";-) http://t.co/cbgixO8D"
AndrzejDuda,W projekcie budżetu 2013 brak środków na budowę S7 w Krakowie. Apelujemy do posłów PO: będzie poprawka PiS- poprzyjcie! http://t.co/Gij6IBUN
AndrzejDuda,"MaleMen @marcin_kedryna: ""Wieczorem przyjechał z rodziną mój kolega z Krakowa:-O, masz czarnkowskie piwo!"" Krakusy wiedzą co dobre;-)))"
AndrzejDuda,"Sikorski usiłuje ""rozbroić bombę"" przed oficjalną komromitacją kolejnego przedwyborczego oszustwa PO. http://t.co/2DAyB6Fn"
AndrzejDuda,"""Europejska"" i ""nowoczesna"" PO wprowadziła w Polsce rosyjski model ""demokracji"" i państwa ""prawa"" #antykomor http://t.co/zPureSyP"
AndrzejDuda,O stanowisku OBWE w sprawie Antykomor.pl: http://t.co/zPureSyP
AndrzejDuda,"2/2 Ciekawe na czyje polecenie ABW zatrzymała administratora Antykomor.pl? Przypominam, że ABW podlega bezpośrednio premierowi."
AndrzejDuda,"1/2 OBWE krytykuje wyrok za Antykomor.pl. Czy znów usłyszymy od władzy ""Polacy nic się nie stało""?"
AndrzejDuda,Sekcja zwłok Anny Walentynowicz w Krakowie? http://t.co/P9O2KcNq
AndrzejDuda,Wystąpienie Prezydenta RP prof. Lecha Kaczyńskiego w 70 rocznicę sowieckiej agresji na Polskę: http://t.co/8AvqQa0y
AndrzejDuda,I ja też się dołączam - Sto lat! :-) @LukaszMezyk @szuldrzynski @JanArtymowski
AndrzejDuda,"""PO-służne sądy"" to takie, które są PO-słuszne i którymi można się PO-służyć. @ellennay"
AndrzejDuda,"Dyrektor programu przeciw korupcji F.i Batorego nazwała rozmowę prezesa SO w Gdańsku ""niewłaściwą"". Śmiech przez łzy:( http://t.co/CkwiTE7R"
AndrzejDuda,"Jeśli już nawet ludzie z wymiaru sprawiedliwości płaszczą się przed rządem i PO, to znaczy, że w Polsce rządzi reżim. Niepokorni są karani."
AndrzejDuda,"""Nadludzie"" z PO nie tolerują sprzeciwu i nieposłuszeństwa. Karą jest złamanie kariery. W Gdańsku każdy to wie, prezes Sądu Okręgowego też."
AndrzejDuda,"Lecha Kaczyńskiego można było znieważać bezkarnie. Prokuratura i sądy były głuche, ślepe i nadzwyczajne ""wyrozymiałe"". http://t.co/P4hEkTac"
AndrzejDuda,Rok i 3 miesiące dla Antykomora i umorzenie dla Wałęsy. III RP ma się dobrze. Państwo prawa ale tylko dla wybranych.
AndrzejDuda,"Sejm: Na posiedzeniu KZ zgłosiłem wniosek o przyjęcie rozwiązań systemowych w sprawie szpitali dzięcięcych, także USD w Krakowie-Prokocimiu."
AndrzejDuda,Sejm: Komisja Odpowiedzialności Konstytucyjnej pozytywnie zaopiniowała wniosek PiS o postawienie przed Trybunałem Stanu członków KRRiT.
AndrzejDuda,Sądy 24 godzinne na telefon w wersji PO? http://t.co/7UH1s4Vc
AndrzejDuda,"Interia: To PDT zdecydował o ""zatrudnieniu"" Giertycha: http://t.co/prim4TCx"
AndrzejDuda,Sejm: Projekt uchwały w sprawie powołania komisji sejmowej ds. otwarcia dostępu do zawodów (PiS). Trwa debata w Komisji Ustawodawczej.
AndrzejDuda,Sejm: Projekt ustawy o uzgadnianiu płci (RP) zdaniem ekspertów sejmowych jest sprzeczny z Konstytucją. Trwa debata w Komisji Ustawodawczej.
AndrzejDuda,"""Platforma Wszechpolska"" http://t.co/QUx1DR1O"
AndrzejDuda,"O ile wiem, JK nie widzi problemu w stawieniu się przed TS. Chętnie odpowie na pytania zwolniony z obowiązku zachowania tajemnicy inf. niej."
AndrzejDuda,"Gdańsk Sala BHP: Konferencja ""Lech Kaczyński człowiek Solidarności"" Rozpoczyna się cz. II - panel dyskusyjny: http://t.co/kVtwmKe6"
AndrzejDuda,"Tak umiera Stocznia Gdańska, kolebka Solidarności. Legenda zarasta krzakami. http://t.co/VBLTHAyJ"
AndrzejDuda,"Gdańsk Sala BHP: Konferencja ""Lech Kaczyński człowiek Solidarności"" J. Śniadek: ""L. Wałęsa zapomniał za co kiedyś otrzymał Nobla"""
AndrzejDuda,"Gdańsk Sala BHP: Konferencja ""Lech Kaczyński człowiek Solidarności""  Świadectwo B. Borusewicza o Lechu Kaczyńskim: http://t.co/08RZt150"
AndrzejDuda,"Gdańsk Sala BHP Stoczni: Konferencja ""Lech Kaczyński człowiek Solidarności"" Cytat z notatki SB o Lechu Kaczyńskim: http://t.co/akML99de"
AndrzejDuda,"Gdańsk Sala BHP Stoczni: Konferencja ""Lech Kaczyński człowiek Solidarności"" Rozpoczyna się wykład dr. S. Cenckiewicza http://t.co/OhTGyHrt"
AndrzejDuda,"Gdańsk Sala BHP Stoczni: Konferencja ""Lech Kaczyński człowiek Solidarności"" http://t.co/iBcHdRyB"
AndrzejDuda,"TVN24: Palikot: ""Giertych to naturalny zasób kadrowy PO"". Platforma Wszechpolska?"
AndrzejDuda,Wyjaśnienia w liście min. Grasia są pokrętne. Zdaniem Premiera w notatce ABW było tyle samo co w mediach? Ciekawe. http://t.co/77jPN1xz
AndrzejDuda,"Rz: większość dzisiejszych 50 latków uważa, że 1989 rok nic dla nich nie zmienił. http://t.co/ESRi0SXf"
AndrzejDuda,"Tym razem PDT będzie chyba musiał stwierdzić, że nie umie czytać:/"
AndrzejDuda,P. Wipler właśnie świetnie wypowiada się w TVN24. BRAWO! @wipler
AndrzejDuda,"Rz: ""Zielona wyspa jeszcze nie tonie"". Rozpaczliwie nawołuje JK Bielecki, a fale sięgają mu do brody. Tylko, że on ma kapok w bankach. On ma"
AndrzejDuda,"Jeśli PDT otrzymał pismo z ABW w maju, a z synem rozmawiał w czerwcu, to znaczy, że 14.08.2012 na konf. pras. i 31.08. w Sejmie kłamał."
AndrzejDuda,"Graś: ""Agencja Bezpieczeństwa Publicznego"" Mamy jakąś nową służbę specjalną Panie Ministrze? @pawelgras http://t.co/N39elvlE"
AndrzejDuda,"Onet: ""Marcin P. boi się o swoje życie."" Gowin: ""Więzienia nigdzie nie są bezpieczne."" Mocne:/ http://t.co/SfvftDYT"
AndrzejDuda,Wprost: Marcin P. zakładał AG będąc na przepustce z zakładu karnego w Ustce.
AndrzejDuda,"""Wszyscy zawodzą poza Tuskiem"";) http://t.co/VWZOhwiA"
AndrzejDuda,"Konferencja prasowa Jarosława Kaczyńskiego: Podniesienie kar za najgroźniejsze przestępstwa przeciwko życiu i zdrowiu, w tym pobicie śmiert."
AndrzejDuda,"Konferencja prasowa Jarosława Kaczyńskiego: Koniec z gimnazjami, trzeba wrócić do dawnego modelu 8 i 4. Obowiązek szkolny od 7 roku życia."
AndrzejDuda,Konferencja prasowa Jarosława Kaczyńskiego: Ruszamy z projektami rozwiązań ważnych problemów Polaków i państwa. http://t.co/5RbEOaEq
AndrzejDuda,Serdecznie życzę wszystkim TT miłej niedzieli :-) i zapraszam do przeczytania rozmowy na Onet.pl: http://t.co/luQrdzoG
AndrzejDuda,"Kolejka do spożywczego w Warszawie. To nie 1983 rok (dla tych co pamiętają), to było dziś rano. http://t.co/Bc1TNazB"
AndrzejDuda,I ostatnie. http://t.co/HIamsMUq
AndrzejDuda,I kolejne http://t.co/0lVit2FK
AndrzejDuda,I kolejne. http://t.co/OYAbiZ5e
AndrzejDuda,Zamieszczam kolejne zdjęcie z Gdańska PO-OLT http://t.co/PCSFJeYO
AndrzejDuda,12.12.2011 - prez. P. Adamowicz i aktyw PO ciągną samolot OLT na lotnisku w Gdańsku 6 dni po rejestracji spółki OLT. http://t.co/EzS683VU
AndrzejDuda,Po moim wystąpieniu w Sejmie w sprawie AG prominentny poseł PO pokazał mi uniesiony kciuk. Dobre;)
AndrzejDuda,Zaprezentowane stanowiska Klubu PiS w sprawie AG i komisji śledczej to dziś moja rola. Ciekawe ile godzin jeszcze poczekam. PO gra na czas.
AndrzejDuda,"Sejm: min. Gowin już 30 min. mówi o zmianach, które zrobi. Standard, bo zmiany zapowiada od listopada 2011 ale żadnej jeszcze nie zrobił."
AndrzejDuda,Sejm: min. Gowin dostał chyba zadanie uśpienia posłów i widzów.
AndrzejDuda,"Sejm: Gowin: ""Wszystkie sprawy sądowe przeciw Marcinowi P. kończyły się wyrokami pozbawienia więzienia."" Hmm... w gruncie rzeczy to prawda."
AndrzejDuda,"Sejm: Rostowski: AG przez 2 lata nie płacił podatków, nie składał deklaracji podatkowych i sprawodzań. Odwołałem naczelnika US. Wszystko OK."
AndrzejDuda,"DGP: ""Sprawiedliwość w zawieszeniu"". Polska stała się rajem dla oszustów. Władza nie reaguje, przecież jest fajnie. http://t.co/66uYa4M8"
AndrzejDuda,"Ciekawe podsumowanie w sprawie Amber Gold. Oj, jest się czym zająć. http://t.co/8POkzTeQ"
AndrzejDuda,"Wprost: Partner Kory apeluje do PO. ""Popieraliśmy premiera, partię i prezydenta"". Co jest? Przecież ma być POprawnie! Załatwiać umorzenie!"
AndrzejDuda,"MM @marcin_kedryna:""Irlandczycy nie śpiewają dlatego, że nic się nie stało, chcą pokazać, że to co się stało nie jest w stanie ich załamać."""
AndrzejDuda,"Onet: ""Nadchodzi kolejna fala emigracji z Polski."" Kierunek Zielona Wyspa. Ta prawdziwa. Smutne... :-("
AndrzejDuda,"Czy Plichta działający nielegalnie pod ""ślepym"" okiem ABW i prokuratury a tak hojnie rozdający pieniądze ciułaczy wspomagał też kampanie PO?"
AndrzejDuda,W 2007 PDT obiecywał co miesiąc raport z sukcesów w walce z patologiami w państwie. Teraz odczytanie raportu o patologiach trwałoby miesiąc.
AndrzejDuda,"Sprawę AG-OLT, w którą zamieszany jest M. Tusk, bada ABW, które nadzoruje D. Tusk ""by żyło się lepiej..."""
AndrzejDuda,"GPC: ""Dlaczego Tusk boi się komisji śledczej? (...) Za prezesem AG Marcinem P. stoją ważni ludzie gdańskiej PO."" By żyło się lepiej..."
AndrzejDuda,"2/2 Teraz pewnie gniew Tuska padnie na 2,5 mln Polaków żyjących w nędzy. Oberwie im się, że ciągle marudzą, a przecież mają taki fajny rząd."
AndrzejDuda,"1/2 Interia: ""70 proc. źle o rządzie."" Oj, Tusk pewnie zaraz komuś pogrozi w TV. Byli już pedofile i handlarze dopalaczmi, kibice i lekarze."
AndrzejDuda,"wpolityce: ""Kaczyński wciąż milczy agresywnie. Trzeba zmienić prawo. Dość agresywnego milczenia w życiu publicznym!"" :)
http://t.co/n6XNmvpR"
AndrzejDuda,"2/2 W sprawie afery AG-OLT też z pewnością po stronie PO winnych nie będzie. Ciułacze niech się martwią sami, a bajka o ""Wałku"" i tak będzie"
AndrzejDuda,"1/2 Aferą stoczniową, hazardową i katastrofą smoleńską PO wyznaczyła ""nowe standardy"" odpowiedzialności za państwo - ""winnych brak""."
AndrzejDuda,"""Fajna"" świecka litania PO: afera stoczniowa - nic się nie stało, afera hazardowa - nic się nie stało, afera AG-OLT - nic się nie stało..."
AndrzejDuda,"Ludzie PO zagarniają publiczne (także twoje!) pieniądze codziennie w całym kraju i na każdym kroku pokazują, że za nic nie odpowiadają."
AndrzejDuda,2/2 Wielu Polaków nigdy nie widziało takich pieniędzy w naturze ale za przekręt 6 lat rządów PO płacić będą jak wszyscy. :-(
AndrzejDuda,"1/2 Warszawa ul. Marszałkowska: Dług publiczny na mieszkańca Polski o godz. 7.55 wynosi 22.633,00 zł."
AndrzejDuda,"Interia: ""Dramat. Już 2,5 mln. Polaków żyje w skrajnej biedzie."" Zielona wyspa... http://t.co/WmgNtBvi"
AndrzejDuda,"Plichta powinien być ikoną PO. To przecież przykład ""fajnego, młodego człowieka sukcesu z lat 2009-2012"". Z bidy do finansowej piramidy."
AndrzejDuda,"Chyba, że prezydent Gdańska pisze o sobie i swoich kolegach z PO, bo Plichta rozpoczął swoją oszałamiającą karierę ""z niczego"" w 2009 roku."
AndrzejDuda,"Adamowicz na blogu o Amber Gold: ""Winni jesteśmy wszyscy"". Ha, ha, ha. Skąd my to znamy? ""Wszyscy jesteśmy gospodarzami"". I co jeszcze?"
AndrzejDuda,"Nieudolność to znak firmowy Donalda Tuska i jego ludzi. Ale tylko w sprawach publicznych. W ""interesach"" sobie radzą (lub ""sobie-siadzą"")."
AndrzejDuda,"Zachowanie Tuska, Plichty i PO jest delikatnie mówiąc ""dziwne"". Jakie tajemnice chroniły i chronią Plichtę? PO boi się komisji śledczej."
AndrzejDuda,"URz: Zasada ""Tisze jediesz, dalsze budiesz"" jest dobra, ale do czasu, gdy ktoś nie ukradnie twojego wagonu. (D. Gawryluk)"
AndrzejDuda,"PDT się schował (jak zwykle) a sprawa jego syna zaraz zostanie pewnie zneutralizowana w mediach, bo nazwisko przewija się w złym kontekście."
AndrzejDuda,"1/2 Upadające w wakacje kolejne biura podróży to wymowne świadectwo ""dobrobytu"" jaki zapanował w Polsce pod rządami PO."
AndrzejDuda,"Są tacy, których pamięć tamtego bohaterstwa i ducha bardzo drażni. To ci, co boją się Narodu z podniesioną głową, fundamentu silnego państwa"
AndrzejDuda,Powstanie Warszawskie - 63 dni heroicznej walki młodych Polaków z potężną armią niemiecką to świadectwo siły ducha Narodu. Chwała bohaterom!
