author,content
jordanbpeterson,"""helpful in overcoming strong reticence"""
jordanbpeterson,"But for a good cause, Anthony. After all, it's an emergency @anthonyfurey"
jordanbpeterson,This is possibly the most mendacious headline I have ever read. Reformulated more accurately: How did the centralist Canadian liberal media lose complete touch with reality?
jordanbpeterson,This is possibly the most mendacious headline I have ever read. Reformulated more accurately: How did the centralist Canadian liberal media lose complete touch with reality?
jordanbpeterson,From a well informed physician friend and colleague: https://t.co/jNjUjPnsDW
jordanbpeterson,Tweeting a request from one group of Ottawa trucker organizers (apologies for the delay; I was in the air): https://t.co/AEmtohgYzF
jordanbpeterson,"When hell freezes over, @jkenney. The protest you refer to suits the Trudeau Liberal's anti-Western Canadian economy ethos."
jordanbpeterson,It is to laugh.
jordanbpeterson,Yes. Absolutely.
jordanbpeterson,And to ensure the right to free speech that makes honest redemptive discourse possible.
jordanbpeterson,Doesn't everyone understand that this means @JustinTrudeau's claims of a justifiable emergency are outright traitorous lies?
jordanbpeterson,Jewish conservatives at that.
jordanbpeterson,"Keep it up @JustinTrudeau, until your government collapses, you appalling do-gooder and out-of-the-closet, authoritarian traitor."
jordanbpeterson,FINTRAC tracks such things and without their tracking (verified) no such valid claim can be made. Thus the claim of violent extremism justifying emergency IS A LIE @JustinTrudeau
jordanbpeterson,Hang your head in shame @JustinTrudeau and all the good thinkers that support you.
jordanbpeterson,"Jason, Jason, those people weren't terrorists. They were just saving the planet @JustinTrudeau"
jordanbpeterson,Are there verifies pictures of children being used in this manner or is this just another procedural lie @TorontoStar
jordanbpeterson,"BREAKING: OTTAWA: Truckers who agreed peaceably and quickly are trapped. If this is purposeful, it's inexcusable. If it's accidental, it's terrible planning:  https://t.co/2v3519XM2w https://t.co/pGSJ9Z8wxS"
jordanbpeterson,"Civil libertarians rightly object to the demolition of Canadian civil liberties. And have we been yet informed as to the nature of this ""emergency"" requiring martial law? @JustinTrudeau you tinpot diktat imposing incompetent posturing fraud."
jordanbpeterson,What possible rationale (assuming such things are necessary) could exist for this? @JustinTrudeau
jordanbpeterson,It's a terrible thing that you have to wonder that @AndrewLawton
jordanbpeterson,https://t.co/0KgGKiRbt6
jordanbpeterson,"There is absolutely one hundred per cent no excuse for police threatening journalists. Except in a police state. And there is absolutely no excuse for a police state. Particularly when it's Canada. Resign, puppet @JustinTrudeau"
jordanbpeterson,"If you tell your partner the truth, and you strive to act so that you can tell the truth about how you act, then you have someone to rely on when the seas become high and your ship threatens to founder.

This can literally be a matter of life or death. https://t.co/5LLCa48fn5"
jordanbpeterson,Expect more of this.
jordanbpeterson,Expect much more of this.
jordanbpeterson,Yes. Retroactive thought crime is now a reality in Canada @Lauren_Southern
jordanbpeterson,Or stop sacrificing the poor to delusional utopias.
jordanbpeterson,"""may be"""
jordanbpeterson,Notice how the request to report racism has an exclamation mark after it! And is just before an announcement that there will be games!! Such fun and comraderie!!!!!
jordanbpeterson,"Dis-courteousy of the @LyricTheatre, by the way. Extremely unpleasant and unwelcoming."
jordanbpeterson,Masks up! Between sips! Instantly! Not fast enough! Or else! Masks up! Between sips! Instantly! Or else! Such a fun evening out with @DouglasKMurray dealing with the compassion fascists.
jordanbpeterson,The predicted violence finally breaks out.
jordanbpeterson,How the CDC Abandoned Science - Tablet Magazine https://t.co/xwbjlSQgma
jordanbpeterson,That's one of the attractions of crypto geniuses.
jordanbpeterson,"""fencing is being installed at Parliament hill"""
jordanbpeterson,Jail. Jail for you. And if you overcook fish. Jail.
jordanbpeterson,The Russians are no doubt trembling in their terror of @JustinTrudeau
jordanbpeterson,The charge? Mischief. Emergency martial law seize assets suspend Charter rights scale mischief @JustinTrudeau you have pushed your pretensions too far.
jordanbpeterson,Another shameful night in Canada.
jordanbpeterson,"Tar and feathers. And seize her assets. And jail her without cause. This is on you, you miserable traitor @JustinTrudeau"
jordanbpeterson,"It's just energy, @MrAndyNgo, and actual violence. Inconvenient honking is the true national emergency @JustinTrudeau"
jordanbpeterson,"It is not obvious from the methodology description that this is a truly randomized poll, which is very difficult to manage and also necessitates polling the nearly 14% of adults who did not use the internet in 2021. We've got to stop governing by opinion poll."
jordanbpeterson,You tell 'em Rex.  https://t.co/tuLvCmvoFT
jordanbpeterson,You named the correct person.
jordanbpeterson,A Tinpot Despot @JustinTrudeau https://t.co/E1SJFtdzy9
jordanbpeterson,Canadian snowman paralyzed by emergency.
jordanbpeterson,I hope this is successful.
jordanbpeterson,Could be. But I suspect that it's an element of conscientiousness.
jordanbpeterson,"That's precisely what the emergency order does. Precisely. Exactly. And for ""emergency"" purposes @JustinTrudeau, at least have the courage of your diktat."
jordanbpeterson,That's what happens when you read and believe the vile @guardian but at least perhaps @Neilyoung is willing to admit to error.
jordanbpeterson,Pay attention world.
jordanbpeterson,"This means that the government relied on illegally acquired (""hacked"") data stolen by a notorious activist reported by a state-sponsored mouthpiece to justify the imposition of martial law. Let that sink in, Canadians."
jordanbpeterson,Government funds @CBC. @CBC tells government what it wants to hear. Government listens ton@CBC and acts. Repeat until country dissolves @JustinTrudeau
jordanbpeterson,Thank God for Bitcoin
jordanbpeterson,No. Most certainly not. Those days are long gone @SvendJRobinson
jordanbpeterson,Remember when at least some socialists sided with the working class?
jordanbpeterson,"""children removed"" how, exactly? Why, exactly? By whom, exactly? Sent to where, exactly? And for how long, exactly? Think this through, Canadians. This is a bad decision."
jordanbpeterson,"I don't think so, @sunlorrie. The more lies that have to be accepted to get to a certain point the harder it is to retreat. Hence the current doubling down."
jordanbpeterson,It's about bloody time.
jordanbpeterson,Now Canada has political prisoners. It @amnesty had not been corrupted their voice would be heard.
jordanbpeterson,All Canadians who dare think are now questioning the legitimacy of their trusted institutions. The banks are going to seriously regret their collusion.
jordanbpeterson,Tonight at the Veteran's Auditorium Providence RI. https://t.co/FPDV7Rb8fd
jordanbpeterson,Who knows why anything right now? @MaximeBernier
jordanbpeterson,Including the @globeandmail
jordanbpeterson,Very funny boys: When bros watch too much Jordan Peterson https://t.co/0ktfGD8XxY via @YouTube
jordanbpeterson,An evil fascist misogynist nazi swastika MAGA Confederate child-abusing illegal bouncy-castle Canadian emergency martial law stolen bank accounts playground carnival.
jordanbpeterson,Whatever is allowed. That's where we're at.
jordanbpeterson,Welcome @GadSaad to the new normal. And watch your bank accounts.
jordanbpeterson,But who will they bite @cafreeland ?
jordanbpeterson,What's happening to Newsweek? It's become a news magazine again ⁦@Newsweek⁩: America's Ruling Regime Doesn't Fear Disinformation. It Fears Truth | Opinion https://t.co/E4uNav3fIS
jordanbpeterson,"""frozen""is liberalspeak for confiscated without trial or cause."
jordanbpeterson,"""accounts will be frozen"" means the Canadian government can now steal your money with the collusion of the banks because you provided financial support to a protest against the government. If you think this is a good idea you deserve what coming to you."
jordanbpeterson,"""cracking down"""
jordanbpeterson,Jordan Peterson - Your Life Is Built For More (4K) | Modern Wisdom Podcast https://t.co/dFrQWIsNDE
jordanbpeterson,No. They're a dangerous social credit system imposed behind the scenes by authoritarian utopians. Worse than DEI. By far. And that's really saying something.
jordanbpeterson,Unbelievable.
jordanbpeterson,"""challenges"" https://t.co/eVwq1m4cgB"
jordanbpeterson,"The ultimate predator.
It was a pleasure to appear on your podcast again, @ChrisWillx.
https://t.co/dFrQWIsNDE https://t.co/E33yxfLbPp"
jordanbpeterson,https://t.co/dFrQWIbcf4
jordanbpeterson,My son Julian's Neul Young cover https://t.co/Df9lLwUTXv
jordanbpeterson,The UK addresses ideology in the classroom.  https://t.co/gRH2w1yZnJ
jordanbpeterson,"Then, when you wake up in the middle of the night and the doubts crowd in, you have some defense:

“For all my flaws, which are manifold, at least I am doing this. At least I am taking care of myself. I am moving, stumbling upward, under the load I have determined to carry.” https://t.co/RHppg0z6nc"
jordanbpeterson,Because she made winning over the British people an impossible task...
jordanbpeterson,"It's obvious much more reprehensible to publicize a death wish than to send it. For shame @Twitter how can you be so blind, ignorant and biased re @MrAndyNgo"
jordanbpeterson,"Oh, good :( Interim chief warns police ready to use methods people ‘not used to seeing’ in Ottawa | National Newswatch https://t.co/FUkWSpTsFN"
jordanbpeterson,"Who cares about ""effectiveness"" when their is power to be had, in lieu of facing real problems."
jordanbpeterson,Two-thirds of Canadians still believe the lies of the captured and heavily subsidized legacy media.
jordanbpeterson,https://t.co/NOUmxsHOVa
jordanbpeterson,The Economist wakes up to te very real danger posed to Canada by ⁦@JustinTrudeau⁩  https://t.co/2eJqqGBRP0
jordanbpeterson,"Scott, how are these ""personality traits""? @sbkaufman There are five personality traits and these aren't them."
jordanbpeterson,"Read this and think, Canadians. Is this recognizable as your country? And you think the truckers are the problem? https://t.co/nxv9JXgkND"
jordanbpeterson,Banks are moving to freeze accounts linked to convoy protests. Here's what you need to know | CBC News https://t.co/zLgJFhrBk8
jordanbpeterson,Trudeau increasing confidence in the Canadian banking system ;)
jordanbpeterson,He has made at least five fatal mistakes in the last week ⁦@JustinTrudeau⁩  https://t.co/nJ7LMKLC9J
jordanbpeterson,More Canadian emergency requiring martial law.
jordanbpeterson,Doug Ford comes around. Good to see you Mr. Ford @fordnation
jordanbpeterson,Read this and avoid all physicians who think it's wise or appropriate: Here's How Ob/Gyns Can Create Gender-Affirming Environments | MedPage Today https://t.co/8Jn2QfmTUw
jordanbpeterson,"This is stunningly stupid. What do you mean ""feel,"" exactly? And who thinks gender is what you""feel""? That's so utterly daft it's hard to even know where to begin the criticism."
jordanbpeterson,Wow. You've really mastered the art of automatized jargon spewing. The simulation of education. The look of thinking. Without any of the reality.
jordanbpeterson,"""justice minister"" instilling confidence in Canadian bank depositors."
jordanbpeterson,So what exactly is the remaining emergency? @JustinTrudeau and what is your Covid plan?
jordanbpeterson,I doubt his government will last three weeks. Three long weeks @JustinTrudeau
jordanbpeterson,The horror of Canadian emergency @JustinTrudeau
jordanbpeterson,Video purports to show man being removed from plane over 'Let's Go Brandon' mask | Fox Business https://t.co/yTVlyjDPil
jordanbpeterson,When something is impossible to satirize you know that it's insane.
jordanbpeterson,Go Mr Musk @elonmusk
jordanbpeterson,The premiers could stop this and @PremierScottMoe so far has been at the forefront of doing so with @jkenney running second.
jordanbpeterson,"Keep it up ""liberals"""
jordanbpeterson,"It's not merely embarrassing, it's devastating for Canadian confidence."
jordanbpeterson,How much money was pulled? Does anyone know?
jordanbpeterson,When motherhood becomes immoral then society has truly lost its way. For shame.
jordanbpeterson,Congratulations Mr Hurwitz @GreggHurwitz on the success of Dark Horse and the Nowhere Man. From one nowhere man to another ;) https://t.co/RkuRW2FmZq
jordanbpeterson,Right Wing Russell strikes again: Trucker Protest Goes Global:  “Hold The Line!” https://t.co/1aWumTi7dj via @YouTube @rustyrockets
jordanbpeterson,Canadian towing company to ignore Trudeau order to disrupt trucker protests https://t.co/Hg2ZguRsHJ
jordanbpeterson,"""Trudeau oblivious"" Pulitzer Prize for truest headline ever.  https://t.co/ygiApkPTyx"
jordanbpeterson,YOU CAN SAY NO - Jordan Peterson &amp; Akira The Don | Music Video | Meaning... https://t.co/VzRaMDlhKC via @YouTube
jordanbpeterson,"""Has been cleared"" is doublespeak for ""truckers voluntarily and peacefully departed"" you mendacious word twister @OmarAlghabra"
jordanbpeterson,Such fun.
jordanbpeterson,"""Involve"""
jordanbpeterson,There's a thought.
jordanbpeterson,He was specifically addressing a Jewish member of parliament which is dead relevant in this context
jordanbpeterson,"""Could"" No, Canada – Justin Trudeau’s crackdown on protests could make things worse https://t.co/2eJqqGBRP0"
jordanbpeterson,It's worse than mere decadence. Decadence is heedless hedonism. This is something far deeper.  https://t.co/MY1XyK6An3
jordanbpeterson,He's finally a real leader ⁦@JustinTrudeau⁩  https://t.co/iFZJZiEyyR
jordanbpeterson,This is very well written.  https://t.co/HMPTFfCCig
jordanbpeterson,Rex pulls no punches in this troubled time.  https://t.co/iqht0vKHwS
jordanbpeterson,https://t.co/8uylPn6Ebw
jordanbpeterson,"A leader of the Freedom Convoy, @BJdichter, outlines exactly what they want. https://t.co/hzXm3jyQnx"
jordanbpeterson,College COVID-19 Restrictions No Longer Make Sense | Time https://t.co/dr7E9E53KA
jordanbpeterson,But who needs a constitution when the PM has our backs @JustinTrudeau
jordanbpeterson,"Effort is laudable, but badly formulated thoughts enacted lead to actual disaster. That's a definition of reality itself."
jordanbpeterson,Is thinking an artifact of white supremacy? Is the College Essay an Artifact of White Supremacy? - Heterodox Academy | Heterodox Academy https://t.co/4tsg9sKMde
jordanbpeterson,Preparation for my lecture in NY tonight: Rule 12 from Beyond Order (with an excerpt): https://t.co/RaTH21Q6BF https://t.co/dI1luJA3t4
jordanbpeterson,"""with disinformation adding fuel to the fire"" much of it coming from @globeandmail"
jordanbpeterson,I don't think I've ever encountered anyone more self-righteous in my entire life than our current PM @JustinTrudeau
jordanbpeterson,When the working class dares to speak....
jordanbpeterson,The ultimate woke statement on meat and everything else: https://t.co/r6dXukdXNx
jordanbpeterson,"""up to police"" more leadership from our martial law enforcer @JustinTrudeau"
jordanbpeterson,"No, we're not. We're simply not. And the government is either deluded or outright lying about this. We're neither competitive, in any real sense, nor innovative. And our tech incubators are laughably expensive and counterproductive. @JonathanWNV"
jordanbpeterson,Don't do it crypto advocates. Don't comply @globeandmail
jordanbpeterson,This is very well edited
jordanbpeterson,"""any sign of overreach"" you pathetic scoundrel @theJagmeetSingh"
jordanbpeterson,"""we've got to learn to live with this and move on"" good work @fordnation"
jordanbpeterson,"""side gig"""
jordanbpeterson,12 Rules for Life: an Antidote for Chaos is #5 on the London Sunday Times Bestseller list four years after release: https://t.co/PFM2Nv7Qtr see https://t.co/kU4vw0n7m4
jordanbpeterson,This is not because of police enforcement. This is because the protestors are reasonable people pushed beyond their reasonable limits.
jordanbpeterson,"""banning meat in child's lunches to tackle climate change"" expect much much more of this @MikhailaAleksis"
jordanbpeterson,It's about time and don't do it again @Twitter
jordanbpeterson,Congratulations @DrOz
jordanbpeterson,"""Anyone coming to Ottawa for the purpose of joining the ongoing demonstration is breaking the law:"" In our country it has come to this: https://t.co/TwFxXTbxXE via @nationalpost"
jordanbpeterson,"Keep upping the ante, you blustering, bullying fools. You have now extended arbitrary govt control to vehicle insurance and banking, and this is supposed to bring peace and reassure Canadians @OmarAlghabra"
jordanbpeterson,Ben Shapiro @benshapiro on @JustinTrudeau |  Ep. 1434 https://t.co/thaTu5gXVk https://t.co/PE4TYxBDwx
jordanbpeterson,INSANE: Canada Is Attempting Something UNPRECEDENTED https://t.co/H4HSSPN82D via @YouTube
jordanbpeterson,'He has to go': Douglas Murray on Trudeau's government https://t.co/hQXJq3Ngpg via @YouTube
jordanbpeterson,"On the relationship between science and religion; on the inevitability of axiomatic beliefs; and, therefore, on the necessity of faith. https://t.co/rOXdrjFqEi"
jordanbpeterson,We've been treated very well for multiple lunches by the fine staff and chefs at Rocco's Steakhouse in Manhattan. Thanks ladies and gents https://t.co/Yz6JKNGfqe https://t.co/HCI3osYeqm
jordanbpeterson,"And if any one who considers me their enemy and thinks I'm an unethical psychologist wants to register a complaint against my behavior, here is how to do it: just use this email cpo@cpo.on.ca and tell them what I've done wrong."
jordanbpeterson,"I've helped perhaps millions of people with my lectures and books, etc. But any one person anywhere can complain to the College about anything I've done and threaten my licensure, smear my reputation, and tie me up in red tape. No more."
jordanbpeterson,"The process is the punishment, and those who levy complaints (which ""must"" be investigated) know this full well. And I'm not participating in it anymore. Take my license if you must. At this point, it would be a relief."
jordanbpeterson,"The College of Psychologists of Ontario, by the way, is not a university or college as generally understood. It is the body that governs and regulates the professional conduct of practicing clinical psychologists. All professions have such a body, &amp; they have all been weaponized."
jordanbpeterson,Six months until the investigation reaches its conclusion. 18 pages of background information to sift through. I'm done with it. I'm not defending myself against such accusations anymore.
jordanbpeterson,"I am being investigated by the Ontario College of Psychologists because of a complaint about this tweet, not submitted, by the way, by the person I responded to. I refuse to defend myself against such things anymore. It takes days of work to mount such a defence. https://t.co/rJB515nKpF"
jordanbpeterson,I'm not going to defend myself and have informed them of that.
jordanbpeterson,"Apparently I'm being investigated by the Omtario College of Psychologists yet again, even though I haven't practiced for five years. The weaponization of professional colleges will be the demise of competent professionalism."
jordanbpeterson,A note from one of the trucker spokespeople and organizer. And if you don't think this can happen to you you're a blind fool https://t.co/J0cCkygpTV
jordanbpeterson,https://t.co/6q6Q4lsL5F
jordanbpeterson,https://t.co/3acyNyE3Eu
jordanbpeterson,The Brits call our government totalitarian. Let that sink in. And the NY Times editorial board supports the truckers rights. Re Brits: Trudeau's totalitarian turn | The Spectator https://t.co/b5umQZ3fEZ
jordanbpeterson,Official inflation rate.
jordanbpeterson,"Foreign funding equals terrorism, no? https://t.co/UsPvfioRu1"
jordanbpeterson,"""Few details have been provided"" government by vague oppressive fiat typical of ideologues who ""think"" in exactly that manner."
jordanbpeterson,Could we be more naive than Putin? Nah.... @unherd Could we be more demoralized and chaotic than Russia? Nah....
jordanbpeterson,Maybe they've abandoned merit formally with their new policies. Maybe they've become boring and politicized. Maybe people are sick of being moralized at by actors.
jordanbpeterson,This is almost unbelievable: NYT editorial board backs Freedom Convoy's right to protest https://t.co/sWsHGM0Gj5 via @MailOnline
jordanbpeterson,"""very few calls back"""
jordanbpeterson,The modern university in action.
jordanbpeterson,The NDP keeps showing its true colours. If it was up to such people we'd be masked and locked down for our own good forever. And this is just the start.
jordanbpeterson,Farewell to P. J. O'Rourke. The world is a lesser place without him.
jordanbpeterson,"By encouraging their laudable ambitions, speaking to them respectfully, and imploring them to improve themselves, their families and their communities."
jordanbpeterson,"With all due respect, youre a moralizing  fool Mr. Rock @AllanMRock"
jordanbpeterson,And Bitcoin once again looks more valuable and necessary.
jordanbpeterson,Ban words. Ban comedians. Ban podcasters. Subvert art to propaganda.
jordanbpeterson,"""Canada"" is not competent to do this. ""Canada"" built appallingly ineffective tech company incubators, wasting hundreds of millions of dollars and corrupting young entrepreneurs. I watched it happen."
jordanbpeterson,"""experts"""
jordanbpeterson,Good work docs
jordanbpeterson,Reflect? Or double down. I'd bet on the latter @PremierScottMoe
jordanbpeterson,"Entitled elites. Juvenile leadership. Division of the sexes. Racism masquerading as tolerance. Abandonment of journalistic integrity. Accusations of bigotry. Purposeful gender identity confusion. ""Pride"" ""month."" Demoralization of boys &amp; young men."
jordanbpeterson,Hate speech laws. Group rights. DEI. Naive economic policy. Compelled environmental utopianism. Activist universities. Faculties of Education. Civic disengagement. State/media collusion. Vicious feminism. Abdicated responsibility. Victimhood. HR depts. Totalitarian compassion.
jordanbpeterson,Spare us? Soon it will be illegal not to engage in it. ESG and digital ID. A potent combination for the forced utopia.
jordanbpeterson,There's nothing more demoralizing observing the inevitable unfolding. I feel like Cassandra.
jordanbpeterson,Even BC is leaping on board. Better late than never @jjhorgan see this @JustinTrudeau all the most populous provinces are abandoning the mandates as you're doubling down @JustinTrudeau
jordanbpeterson,Trudeau refuses to indicate when martial law will be debated https://t.co/wlGJW9WBFl https://t.co/HbMQwh7NIk
jordanbpeterson,Jail them! Jail them! Jail them! @JustinTrudeau
jordanbpeterson,"Aren't you sweet with your ""allow"" @OmarAlghabra"
jordanbpeterson,I've been warning them of this for years @RitaPanahi
jordanbpeterson,"""Pushbacks"" as in ""g f**k yourself"" @JustinTrudeau"
jordanbpeterson,Keep it up medical fascists and you'll get real fascism.
jordanbpeterson,Sic Child Welfare Services on the miscreants. Get them through their children @JustinTrudeau
jordanbpeterson,What if they're suffering from Covid?
jordanbpeterson,At the point of a gun. With the threat of prison. Make no mistake about it. Good luck with the tow truckers you sad excuse for a man @JustinTrudeau
jordanbpeterson,Only five years? For an insurrection of dance and music? You can do better than that @JustinTrudeau
jordanbpeterson,Can these mines be run at rates that do not produce penury at a low enough cost to compete with fossil fuels? Some informed people think not @neve_peric
jordanbpeterson,I think this is inhumane: A Plea for Help After a Quarter-Century in a 'Penal Tomb' https://t.co/2DkINfdzZh
jordanbpeterson,Welcome to the ESG nightmare @BretWeinstein
jordanbpeterson,That is too bad. PJ O'Rourke was damn funny and a great reporter @CatoInstitute
jordanbpeterson,Tar! Feathers! Dunking stool! @TorontoStar
jordanbpeterson,Let's pretend it did happen.
jordanbpeterson,Re the peaceful Coutts departure
jordanbpeterson,Disappear legacy media lackeys @CTVNews @CBC.
jordanbpeterson,More emergency behaviour in Ottawa.
jordanbpeterson,"Those nasty far-right-wingers cleaned up after themselves (good work. folks) sang the national anthem, thanked the police (and hugged them), and left. How depraved. How unacceptable @JustinTrudeau freeze their bank accounts now!"
jordanbpeterson,Aren't you generous with our rights @OmarAlghabra
jordanbpeterson,Trudeau made me substantially richer this week:  Bitcoin hits $44K after Canada emergency powers accompany 6% BTC price increase https://t.co/3fZdDf792w via @cointelegraph
jordanbpeterson,Evil Brits with unacceptable opinions criticize our tinpot juvenile PM on Australian TV @JustinTrudeau @DouglasKMurray @RitaPanahi 'He has to go': https://t.co/hQXJq3Ngpg
jordanbpeterson,"Martial law for freedom! On ""flag day!"" @JustinTrudeau"
jordanbpeterson,He actually identifies as a witch. It's true @joerogan . Or if he did they'd leave him alone :)
jordanbpeterson,"""For at least the next year or two"""
jordanbpeterson,Fools assume their statistical knowledge https://t.co/gJQ4VnSpSf
jordanbpeterson,This is on you @JustinTrudeau you wilfully blind facilitator of anonymous tattle-tales and meritorious snitches.
jordanbpeterson,"You are truly a rat, oh contemptible anonymous hero, exposing the true identity of those you deem malefactors. I truly and sincerely hope you experience the full effect of the karma you are gathering around your future self."
jordanbpeterson,As fast as possible @jkenney
jordanbpeterson,Good work good-thinkers. She's clearly a terrorist. Her and her ice cream. How dare she support those who have opinions. Perhaps you could arrest her @JustinTrudeau or at least freeze her bank account.
jordanbpeterson,I believe I have the original drawing from @fabriceartist
jordanbpeterson,Sad @Twitter you should be ashamed of yourselves.
jordanbpeterson,That's a lot of pride to swallow @PageauJonathan
jordanbpeterson,"It wasn't the enforcement, @jkenney. it was the decency and the goodwill of the protestors and their conscious decision not to be painted into a corner. It is very important to get this straight."
jordanbpeterson,There are none so blind as those who will not see @CBC @CTVNews
jordanbpeterson,"Evil Joe the Magical Unleasher @joerogan careful, fainting flowers, he'll say something funny about you."
jordanbpeterson,Canadian emergency radical dancers. https://t.co/pXa3xh9KeZ
jordanbpeterson,Trigger warning: inside view of a Canadian emergency
jordanbpeterson,Canadian state emergency is too many hugs between protestors and police
jordanbpeterson,Beyond Order:12 More Rules for Life https://t.co/RaTH21Q6BF
jordanbpeterson,He's a bigger fool than the PM.
jordanbpeterson,"Ek Salvador leadership mocking Trudeau. Oh, the irony @JustinTrudeau"
jordanbpeterson,Those Christians. So comical.
jordanbpeterson,Progress. But not enough @PatrickBWeiler
jordanbpeterson,"Eloquent, appropriate, and timeless (particularly under the current circumstances) :( @OmarAlghabra"
jordanbpeterson,Good one Mik. But actually @TorontoStar is highly government subsidized. Aren't you surprised @MikhailaAleksis
jordanbpeterson,"""We're going to keep this about love and honor"" Coutts protesters announce voluntary peaceful and planned departure  https://t.co/OY0ait62W3"
jordanbpeterson,Mikhaila's longer interview with @BJdichter
jordanbpeterson,What the Truckers Do and Do Not Want - https://t.co/8uylPn6Ebw https://t.co/icSfFFb6Fa
jordanbpeterson,From the book: on the Oedipal mother and the death of Sleeping Beauty https://t.co/gGHlMMvT9G
jordanbpeterson,"At the Beacon Theater in Manhattan tonight with the Beyond Order tour: Notes on Rule 11: Do not allow yourself to become resentful, deceitful or arrogant https://t.co/RaTH21Q6BF https://t.co/qJGuzIiJlQ"
jordanbpeterson,Misinformation: the Danish update.
jordanbpeterson,"I am releasing a ten minute video statement on my YouTube channel in two hours from one detailing what they want and, equally important, what they do not want https://t.co/4AbFVIE14H @MikhailaAleksis is releasing a longer interview conducted with the same source."
jordanbpeterson,https://t.co/XAEtJfx797
jordanbpeterson,"So good to see you in New York this week @DouglasKMurray and best of luck fighting against ""The War on the West."""
jordanbpeterson,A telling email from a correspondent referencing Wikipedia: even the pandemic itself did not constitute a crisis severe enough to warrant martial law https://t.co/XkxtKZbLwk
jordanbpeterson,From my podcast with @SteveBartlettSC - https://t.co/rRZeGZnuPJ
jordanbpeterson,"If you meditate on that; you’ll get an answer. And it won’t be one you want, but it will be the necessary one."
jordanbpeterson,"If you want to know something about yourself, sit on your bed one night and say, “What’s one thing I’m doing wrong, that I know I’m doing wrong, that I could fix, that I would fix?”"
jordanbpeterson,You can now find me on @parler_app. Join me here - https://t.co/GdTSBLipaw
jordanbpeterson,https://t.co/h9vQQHC1fG
jordanbpeterson,From the ⁦@TorontoStar⁩ no less.  https://t.co/CYmbHjDe5F
jordanbpeterson,"And they use the ""freedom"" word, too."
jordanbpeterson,Elitists speak elitist-speak. https://t.co/LEixGByHds
jordanbpeterson,I hate to Tweet anything by the accursed @CBC but I'll make an exception for this https://t.co/TFWfhy08r4 https://t.co/6tqBlgXueM
jordanbpeterson,It's got much worse in this direction since: What Canada’s Truckers Know by @MaryAnastasiaOG https://t.co/MSQktr7guK
jordanbpeterson,Elevator muzak being played to people trapped in a burning building @justintrudea
jordanbpeterson,Have you absolutely no sense of irony @JustinTrudeau
jordanbpeterson,What would be too much for the legacy press and the government collusionists @jonkay ?
jordanbpeterson,New York is insane. One third of the people in Manhattan are so afraid they wear masks outside. The theatres are enforcing masking between sips of their patrons' drinks. And now 1430 people demoralized by two years' of lockdowns have lost their jobs @ericadamsfornyc
jordanbpeterson,Not funny.
jordanbpeterson,"Trudeau on the Chinese Communist Party: ""their basic dictatorship"" offers ""flexibility"" and ""the ability to go green faster."" Happy happy flag day Canadians. Or fucking else."
jordanbpeterson,"Because he is embodied evidence of their ideological possession, abandonment of journalistic ethics, collusion, cowardice, mendaciousness, desperation and outright and constant deception @joerogan"
jordanbpeterson,Note this well Canadians.
jordanbpeterson,"Congratulations @theJagmeetSingh. You have demonstrated beyond a shadow of a doubt for anyone who still wondered that you are more of a posturing fool and incompetent juvenile than @JustinTrudeau who has set a very high bar indeed for such a comparison,"
jordanbpeterson,How can this post possibly exist today of all days? @JustinTrudeau? Who among your advisors could be so daft and tone-deaf as to presume this was what Canadians needed to hear today?
jordanbpeterson,"""Unite us as Canadians"" as the very basis of the Western Canadian economy is under constant moralizing attack @JustinTrudeau"
jordanbpeterson,"""Today we celebrate our national flag"" as crowdfunding for political protest has been redefined as a terrorist act @JustinTrudeau"
jordanbpeterson,"""the shared values that unite us"" our bank accounts are no longer secure from arbitrary government seizure @JustinTrudeau"
jordanbpeterson,"""today we celebrate our national flag"" under martial law @JustinTrudeau"
jordanbpeterson,"""happy flag day"" under martial law @JustinTrudeau"
jordanbpeterson,The disappearing act. Into a cushy and high status international think tank position.
jordanbpeterson,"""anarchy"""
jordanbpeterson,No they won't @PeterMacKay
jordanbpeterson,This must be a parody.
jordanbpeterson,Canada trucker protest: What powers will Emergencies Act give Trudeau? - BBC News https://t.co/3acGJQYWac
jordanbpeterson,"You've never been clear about what you are doing, even to yourself @JustinTrudeau"
jordanbpeterson,This is seriously not good.
jordanbpeterson,It's both and neither and all truth is expediency.
jordanbpeterson,How is this incorrect @nytimes ?
jordanbpeterson,Unbelievable.
jordanbpeterson,Drop this @Prada
jordanbpeterson,Not real communism :(
jordanbpeterson,What you have done is traitorous @JustinTrudeau
jordanbpeterson,What's truly ailing Canadians.  https://t.co/hQoMDnYjGP
jordanbpeterson,"Compel, by the way, ultimately means at the point of a gun with the threat of imprisonment @JustinTrudeau"
jordanbpeterson,"""There will be an ability to compel"" hear that and shudder your actions are crossing the line into the outright criminal @JustinTrudeau"
jordanbpeterson,"""Crowdfunding is not fully captured under the Proceeds of Crime and Terrorist Financing act"" The truckers and those who support them have just been defined by their own government as terrorists. And such support made illegal. Permanently."
jordanbpeterson,"Think about this, Canadians. Escaping from the inflatable fiat currency is now tantamount to abetting terrorism."
jordanbpeterson,DIE poisons everything. But not as badly as ESG will.
jordanbpeterson,"""the border closings"""
